id,الفعل الماضي,الجذر,باب الصرفي,اللزوم والتعدي,تم تدقيقه,تم إعادة تدقيقه,صحيح (الجذر حقيقي),المرجع ( المصدر ),المصدر
5307,نَسَقَ,نسق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نُسُك
5308,نَسَكَ,نسك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَسَاكَة
5309,نَسُكَ,نسك,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب ,نَسْل
5310,نَسَلَ,نسل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُسُول
5311,نَسَلَ,نسل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَسْم
5312,نَسَمَ,نسم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَسَم
5313,نَسِمَ,نسم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَسْو
5314,نَسَا,نسو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَسْي
5315,نَسَى,نسي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب,نِسْيَان
5316,نَسِيَ,نسي,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب,خَزْم
5317,خَزَمَ,خزم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب,نَشْأ
5318,نَشَأَ,نشء,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نَشَاءَة
5319,نَشُؤَ,نشء,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب,نَشَاءَة
5320,نَشِبَ,نشب,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب ,نَشَب
5321,نَشَجَ,نشج,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَشِيج
5322,نَشَحَ,نشح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نَشْح
5323,نَشَدَ,نشد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَشْد
5324,نَشَدَ,نشد,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب,نُشُود
5325,نَشَرَ,نشر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَشْر
5326,نَشَرَ,نشر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب,نُشُور
5327,نَشِرَ,نشر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَشَر
5328,نَشَزَ,نشز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَشْز
5329,نَشَزَ,نشز,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نُشُوز
5330,نَشَّ,نشش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب ,نَشّ
5331,نَشَّ,نشش,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَشِيش
5332,نَشَصَ,نشص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَشْص
5333,نَشَصَ,نشص,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نُشُوص
5334,نَشَطَ,نشط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَشْط
5335,نَشَطَ,نشط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نُشُوط
5336,نَشِطَ,نشط,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَشَط
5337,نَشَعَ,نشع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب,نَشْع
5338,نَشَغَ,نشغ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نَشْغ
5339,نَشَفَ,نشف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَشْف
5340,نَشَفَ,نشف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب ,نُشُوف
5341,نَشِفَ,نشف,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب ,نَشَف
5342,نَشِقَ,نشق,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب,نَشَق
5343,نَشَلَ,نشل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَشْل
5344,خَزَنَ,خزن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,خَزْن
5345,نَشَلَ,نشل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب ,نَشْل
5346,نَشِمَ,نشم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَشَم
5347,نَشِيَ,نشو,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب ,نَشْي
5348,نَصَبَ,نصب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَصْب
5349,نَصَبَ,نصب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نُصُوب
5350,نَصِبَ,نصب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَصَب
5351,نَصَتَ,نصت,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب,نُصُوت
5352,نَصَحَ,نصح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب,نَصْح
5353,نَصَرَ,نصر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب,نَصْر
5354,نَصَّ,نصص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَصّ
5355,نَصَّ,نصص,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَصِيص
5356,نَصَعَ,نصع,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نُصُوع
5357,نَصَفَ,نصف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَصْف
5358,نَصَلَ,نصل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُصُول
5359,نَصَا,نصو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَصْو
5360,نَضَبَ,نضب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَضْب
5361,نَضَبَ,نضب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نُضُوب
5362,نَضِجَ,نضج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَضْج
5363,نَضَحَ,نضح,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نَضْح
5364,نَضَحَ,نضح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نُضُوح
5365,نَضَخَ,نضخ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَضْخ
5366,نَضَخَ,نضخ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نُضُوخ
5367,نَضَدَ,نضد,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب ,نَضْد
5368,نَضَرَ,نضر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَضْر
5369,خَزِنَ,خزن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,خَزْن
5370,نَضِرَ,نضر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَضَر
5371,نَضُرَ,نضر,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب,نَضَارَة
5372,نَضَّ,نضض,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نَضّ
5373,نَضَفَ,نضف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَضْف
5374,نَضَفَ,نضف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نُضُوف
5375,نَضِفَ,نضف,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب ,نَضَف
5376,نَضَلَ,نضل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب ,نَضْل
5377,نَضِلَ,نضل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَضَل
5378,نَضَا,نضو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَضْو
5379,نَضَى,نضي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب ,نَضْي
5380,نَطَبَ,نطب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب ,نَطْب
5381,نَطَحَ,نطح,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,1, لسان العرب,نَطْح
5382,نَطَحَ,نطح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب ,نُطُوح
5383,نَطَرَ,نطر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب,نَطْر
5384,نَطِسَ,نطس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَطَس
5385,نَطَّ,نطط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب ,نَطّ
5386,نَطَّ,نطط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَطِيط
5387,نَطَعَ,نطع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب,نَطْع
5388,نَطَفَ,نطف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَطْف
5389,نَطَفَ,نطف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نُطُوف
5390,نَطِفَ,نطف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَطَف
5391,نَطَقَ,نطق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب,نُطُوق
5392,نَطُقَ,نطق,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب,نَطَاقَة
5393,نَطَلَ,نطل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب,نَطْل
5394,نَطَا,نطو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَطْو
5395,نَظَرَ,نظر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَظَر
5396,نَظُفَ,نظف,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب ,نَظَافَة
5397,نَظَمَ,نظم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَظْم
5398,خَزُنَ,خزن,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب,خَزْن
5399,نَعَبَ,نعب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب,نَعْب
5400,نَعَبَ,نعب,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب,نَعِيب
5401,نَعَتَ,نعت,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب,نَعْت
5402,نَعِتَ,نعت,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَعَت
5403,نَعُتَ,نعت,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب ,نَعَاتَة
5404,نَعَثَ,نعث,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب,نَعْث
5405,نَعَجَ,نعج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,1, لسان العرب ,نَعْج
5406,نَعِجَ,نعج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَعَج
5407,نَعَرَ,نعر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَعْر
5408,نَعَرَ,نعر,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نُعَار
5409,نَعِرَ,نعر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَعَر
5410,نَعَسَ,نعس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,1, لسان العرب,نَعْس
5411,نَعَسَ,نعس,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب,نُعَاس
5412,نَعَشَ,نعش,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب,نَعْش
5413,نَعَصَ,نعص,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب,نَعْص
5414,نَعَضَ,نعض,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نَعْض
5415,نَعَظَ,نعظ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نَعْظ
5416,نَعَّ,نعع,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَعّ
5417,نَعَقَ,نعق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَعْق
5418,نَعَقَ,نعق,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب,نَعِيق
5419,نَعَلَ,نعل,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب,نَعْل
5420,نَعِلَ,نعل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَعْم
5421,نَعَمَ,نعم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَعَم
5422,نَعَمَ,نعم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نِعْمَة
5423,نَعِمَ,نعم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب ,نَعَامَة
5424,نَعُمَ,نعم,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب ,نَعْو
5425,نَعَا,نعو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,1, لسان العرب ,خَزَا
5426,خَزَا,خزو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب ,نَعْي
5427,نَعَى,نعي,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نَغْب
5428,نَغَبَ,نغب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَغَب
5429,نَغَبَ,نغب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نُغُوب
5430,نَغَبَ,نغب,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نَغْت
5431,نَغَتَ,نغت,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب,نَغْر
5432,نَغَرَ,نغر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نُغُور
5433,نَغَرَ,نغر,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب,نَغَر
5434,نَغِرَ,نغر,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب ,نَغْز
5435,نَغَزَ,نغز,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نَغْش
5436,نَغَشَ,نغش,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نَغْص
5437,نَغَصَ,نغص,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب,نَغَص
5438,نَغِصَ,نغص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَغْض
5439,نَغَضَ,نغض,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُغُوض
5440,نَغَضَ,نغض,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَغَف
5441,نَغِفَ,نغف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَغْق
5442,نَغَقَ,نغق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَغِيق
5443,نَغَقَ,نغق,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نَغَل
5444,نَغِلَ,نغل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نُغُولَة
5445,نَغُلَ,نغل,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب ,نَغْم
5446,نَغَمَ,نغم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,1, لسان العرب,نَغَم
5447,نَغَمَ,نغم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب,نَغِيم
5448,نَغَمَ,نغم,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب,نَغْي
5449,نَغَى,نغي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب,نَفْت
5450,نَفَتَ,نفت,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب,نَفْث
5451,نَفَثَ,نفث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَفِيث
5452,نَفَثَ,نفث,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَفْج
5453,نَفَجَ,نفج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُفُوج
5454,نَفَجَ,نفج,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,خَزِي
5455,خَزِيَ,خزي,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب,نَفْح
5456,نَفَحَ,نفح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب,نَفْخ
5457,نَفَخَ,نفخ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَفَخ
5458,نَفِخَ,نفخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَفَد
5459,نَفِدَ,نفد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نُفُوذ
5460,نَفَذَ,نفذ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَفْر
5461,نَفَرَ,نفر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُفُور
5462,نَفَرَ,نفر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَفْز
5463,نَفَزَ,نفز,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَفْس
5464,نَفَسَ,نفس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب ,نَفَاسَة
5465,نَفِسَ,نفس,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,1, لسان العرب ,نَفَاسَة
5466,نَفُسَ,نفس,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب ,نَفْش
5467,نَفَشَ,نفش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُفُوش
5468,نَفَشَ,نفش,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نَفَش
5469,نَفِشَ,نفش,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَفْص
5470,نَفَصَ,نفص,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نَفْض
5471,نَفَضَ,نفض,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَفْط
5472,نَفَطَ,نفط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَفَط
5473,نَفِطَ,نفط,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَفْع
5474,نَفَعَ,نفع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب,نَفْغ
5475,نَفَغَ,نفغ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نَفَغ
5476,نَفِغَ,نفغ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَفّ
5477,نَفَّ,نفف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,1, لسان العرب ,نُفُوق
5478,نَفَقَ,نفق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,1, لسان العرب,نَفْل
5479,نَفَلَ,نفل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَفْه
5480,نَفَهَ,نفه,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,1, لسان العرب ,نَفَه
5481,نَفِهَ,نفه,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,خَسْأ
5482,خَسَأَ,خسء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,1, لسان العرب ,نَفْي
5483,نَفَى,نفي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب,نَقْب
5484,نَقَبَ,نقب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَقَب
5485,نَقِبَ,نقب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَقَابَة
5486,نَقُبَ,نقب,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب,نَقْث
5487,نَقَثَ,نقث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَقْح
5488,نَقَحَ,نقح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب ,نَقْخ
5489,نَقَخَ,نقخ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,1, لسان العرب ,نَقْد
5490,نَقَدَ,نقد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَقَد
5491,نَقِدَ,نقد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب ,نَقْذ
5492,نَقَذَ,نقذ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَقَذ
5493,نَقِذَ,نقذ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَقْر
5494,نَقَرَ,نقر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَقَر
5495,نَقِرَ,نقر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,1, لسان العرب,نَقْز
5496,نَقَزَ,نقز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نُقُوز
5497,نَقَزَ,نقز,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,1, لسان العرب ,نَقْس
5498,نَقَسَ,نقس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَقَس
5499,نَقِسَ,نقس,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,0,1, لسان العرب ,نَقْش
5500,نَقَشَ,نقش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نَقْص
5501,نَقَصَ,نقص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُقُوصَة
5502,نَقُصَ,نقص,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,1, لسان العرب ,نَقْض
5503,نَقَضَ,نقض,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب ,نُقُوض
5504,نَقَضَ,نقض,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,1, لسان العرب ,نَقْط
5505,نَقَطَ,نقط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,1, لسان العرب,نَقْع
